audio_file	sentence	original_sentence	spanish_sentence	lid_tokens	split	speaker
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2868071.0-2877116.0.wav	quenin yonech... onicpix quejas iuan maestra quemeh nechilueh quenin oniquilueh axan amo ye mopapan canah iideas onechilueh manimitzcuili	ke nin yu nech u nikpix quejas ihuan maestra kemeh nech iljueh kenin u ni kiljue axan amo ye mu papah kanah y ideas u nech iljue ma ni mits kili	como este, ya me, tuve queja con la maestra, como me dijo como, le dije ahora no es idea de tu papa que me dijo que te lo quite	quenin//nhi yonech...//nhi onicpix//nhi quejas//spa iuan//nhi maestra//spa quemeh//adapted-spanish-loan nechilueh//nhi quenin//nhi oniquilueh//nhi axan//nhi amo//nhi ye//nhi mopapan//mixed canah//nhi iideas//mixed onechilueh//nhi manimitzcuili//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2877544.0-2883826.0.wav	nehuatl no... mismo noidea oniquihtoh nimitzcastigaros amo nimechmacas celular hasta amo xiquecharuilican	nejuatl nu mismo nu idea u ni kihto ni mits castigaros amo ni mech makas celular hasta  amo xik hecharjuilikah	yo fue mi idea, dije que te voy a castigar, no te  lo voy a dar el celular hasta que no le hechen	nehuatl//nhi no...//nhi mismo//spa noidea//mixed oniquihtoh//nhi nimitzcastigaros//mixed amo//nhi nimechmacas//nhi celular//spa hasta//spa amo//nhi xiquecharuilican//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2886335.0-2893244.0.wav	cualanqueh ochocaqueh yeh hasta amo, ximotlalican a la línea uan cuali uan nimechmacas	kualankeh u chukakeh yeh hasta amo, xi mu tlalika a la linea huan kuali huan ni mech makas	se enojaron, lloraron hasta que no,ponganse a la linea y les voy a dar	cualanqueh//nhi ochocaqueh//nhi yeh//nhi hasta//spa amo,//nhi ximotlalican//nhi a//spa la//spa línea//spa uan//nhi cuali//nhi uan//nhi nimechmacas//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2893334.0-2899916.0.wav	uan nimechmacas por ratitos uan nimechitas tlenoh nanquitah porque neh amo nimechcauilis teléfono san ohcon	huan ni mech makas por ratitos huan ni mech itas tleno nan kitah porque neh amo ni mech kahuilis telefono san ujkon porque	y les vvoy a dar por ratititos y les voy a estar viendo que estan viendo porque yo no los voy a dejar el telefono solo asi porque	uan//nhi nimechmacas//nhi por//spa ratitos//spa uan//nhi nimechitas//nhi tlenoh//nhi nanquitah//nhi porque//spa neh//nhi amo//nhi nimechcauilis//nhi teléfono//spa san//nhi ohcon//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2900589.0-2911216.0.wav	nepa niquitztosqueh tlenoh pitzoyotl como axan max ich youtube nochi quisa neh niquiluia amo neh nimech... nimech... quemah nimechmacas nimechtlaneutis celular	nepa ni kitstuskeh tlenoh pitsuyotl como axan mas ich yutub nuchi kisa neh ni kiljuia amo neh ni mech ni mech kemah ni mech makas ni mech tlaneuhtis celular	alla van a estar viendo algo feo como ahora aunque en yuu tube sale todo, este le digo, no, les voy, si les voy a dar, les voy a prestar el celular	nepa//nhi niquitztosqueh//nhi tlenoh//nhi pitzoyotl//nhi como//spa axan//nhi max//nhi ich//nhi youtube//NE-Organization nochi//nhi quisa//nhi neh//nhi niquiluia//nhi amo//nhi neh//nhi nimech...//nhi nimech...//nhi quemah//nhi nimechmacas//nhi nimechtlaneutis//nhi celular//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2911626.0-2917335.0.wav	pero ohcon neh nimechitztos tlenoh niquitztoqueh porque neh san ohcon amo nimechcauis uan ahorita nancastigados	pero ujkon nen ni mech itstos tlenoh ni kitstuskeh porque neh san ujkon amo ni mech kahuis huan ahorita nan castigados	pero asi yo los voy a estar viendo,que estan viendo, porque yo solo asi no les voy a dejar y ahorita estan castigados	pero//spa ohcon//nhi neh//nhi nimechitztos//nhi tlenoh//nhi niquitztoqueh//nhi porque//spa neh//nhi san//nhi ohcon//nhi amo//nhi nimechcauis//nhi uan//nhi ahorita//spa nancastigados//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2918525.0-2921271.0.wav	tons nen oniquincuileh oniquintlatileh	tons neh u ni kin kuileh u ni kin tlatileh	entonces este, les quite les escondi	tons//spa nen//nhi oniquincuileh//nhi oniquintlatileh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2922153.0-2933171.0.wav	ahorita sa acmo no tlen quichiua quimatoqueh in tlahtlacol ya yoehcoqueh no pues ma ahora si salí luego porque ya le estoy echando ganas niquiluia mas cachi san amo ximotlalican a la línea uan tla amo amo	ahorita sa akmo nu tlen ki chihuah ki matukeh in tlahtlakul ya yu ejkukeh no pues ma ahora si sali luego porque ya le estoy hechando ganas ni kiljuia mas kachi san amo xi mu tlalikan a la linea huan kema huan tla amo amo	ahorita, ya no hacen nada, saben que es su culpa, ya llegaron, no pues ma ahora si sali luego porque ya le estoy hechando ganas, le digo por mas que sea si no te pones a la linea si, y si no no	ahorita//spa sa//nhi acmo//nhi no//nhi tlen//nhi quichiua//nhi quimatoqueh//nhi in//nhi tlahtlacol//nhi ya//nhi yoehcoqueh//nhi no//nhi pues//spa ma//nhi ahora//spa si//spa salí//spa luego//spa porque//spa ya//spa le//spa estoy//spa echando//spa ganas//spa niquiluia//nhi mas//spa cachi//nhi san//nhi amo//nhi ximotlalican//nhi a//spa la//spa línea//spa uan//nhi tla//nhi amo//nhi amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2934144.0-2935571.0.wav	san tlacaqueh	sa tlakakeh	solo escuchan	san//nhi tlacaqueh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2937516.0-2943107.0.wav	tlenoh quichiuasqueh mal ni modo nechmagasqueh onechcuilihtinimisqueh tlenoh pues amo	tleno ki chihuaskeh mal nimodo nech mahaskeh o nech kuilihtinimiskeh tleno pues amo	que van hacer, nimodo que me van a pegar, o me van a estar quitando algo pues no	tlenoh//nhi quichiuasqueh//nhi mal//spa ni//spa modo//spa nechmagasqueh//nhi onechcuilihtinimisqueh//nhi tlenoh//nhi pues//spa amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2944175.0-2950529.0.wav	ohcon antes yen intata niquiluia uan xiquincaua teléfono uan quemeh tiquinmaca uan amo nicniqui xiquincuilihtinimi porque teh momaña	ujkon antes yeh in tata ni kiljuia huan xi kin kahua telefono huan kemeh ti kin maka huan amo nik niki xi kin kuilihtinimi porque te mu maña	asi, antes era su papa, le digo y dejales el telefono y como les das y no quiero que les estes quitando porque tu tu mania	ohcon//nhi antes//spa yen//nhi intata//nhi niquiluia//nhi uan//nhi xiquincaua//nhi teléfono//spa uan//nhi quemeh//adapted-spanish-loan tiquinmaca//nhi uan//nhi amo//nhi nicniqui//nhi xiquincuilihtinimi//nhi porque//spa teh//nhi momaña//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2950983.0-2955552.0.wav	quincuilia uan ocsipa yi tiquincuilihtoc porque moaxca quien sabe que niquiluia amo	kin kuilia huan oksipa yi ti kin kuilihtok porque mu axka quien sabe que ni kiljuia amo	les  quita y otra vez ya les estas quitando porque es tuyo quien sabe que le digo, no	quincuilia//nhi uan//nhi ocsipa//nhi yi//nhi tiquincuilihtoc//nhi porque//spa moaxca//nhi quien//spa sabe//spa que//spa niquiluia//nhi amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2956352.0-2963829.0.wav	axan quemeh tiquinmaca pues yotiquinmacac uan tla neh ahorita niquincuileh porque in castigo neh amo porque canah nipeuas quemeh tehuatl	axan kemen ti kin maka pues yu ti kin makak huan tla neh ahorita ni kin kuileh porque in castigo ne amo porque kanah ni pehuas kemen tejuatl	ahora como les das pues ya les distes y si yo ahorita les quite porque es su castigo yo no es porque alomejor voy a empezar como tu	axan//nhi quemeh//adapted-spanish-loan tiquinmaca//nhi pues//spa yotiquinmacac//spa uan//spa tla//spa neh//spa ahorita//spa niquincuileh//nhi porque//spa in//nhi castigo//spa neh//nhi amo//nhi porque//spa canah//nhi nipeuas//nhi quemeh//adapted-spanish-loan tehuatl//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2964853.0-2967530.0.wav	tons neneh san tlacaqui amo tlen oquihtoh	tons neneh san tlakaki amo tlen u kihto	entonces este, ya nadamas escucha, no dijo nada	tons//spa neneh//nhi san//nhi tlacaqui//nhi amo//nhi tlen//nhi oquihtoh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2968129.0-2971391.0.wav	ahorita coconeh no igual sa quiniqui niquiluia macchiuacan intarea	ahorita kukuneh nu igual sa kiniki nik kiljuia muk chihuakan in tarea	ahorita los niños tambien ya lo quieren,les  digo su tarea	ahorita//spa coconeh//nhi no//nhi igual//spa sa//nhi quiniqui//nhi niquiluia//nhi macchiuacan//nhi intarea//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2972075.0-2980583.0.wav	maccontestarocan in guía mac... ma nochi Mireya yeh tla nochi yo... nochi yo... que octlameh iguía ya nochi yoccopiaroh	mak contestarukah in guia mak ma nuchi mireya yeh tla nuchi yu nuchi yu keh uk tlameh i guia ya nuchi yuk copiaro	que contesten su guia, que todo, mireya ella que ya todo, como que ya  termino su guia, ya copio todo	maccontestarocan//mixed in//nhi guía//spa mac...//nhi ma//nhi nochi//nhi Mireya//NE-Person yeh//nhi tla//nhi nochi//nhi yo...//nhi nochi//nhi yo...//nhi que//spa octlameh//nhi iguía//mixed ya//spa nochi//nhi yoccopiaroh//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2980798.0-2987898.0.wav	Feli sa no quesqui quipoloa pero contestarosqueh oc quinpoloa tzocotzin acmo uehca pero ya ompa youeh	feli sa nu keski ki puluhua pero contestaruske ok kin puluhua tsokotsin akmo huejka pero ya umpa yuhueh	feli tambien ya unos cuantos le falta pero para contestar todavia les flata un poco, ya no es lejos pero ya ahi van	Feli//NE-Person sa//nhi no//nhi quesqui//nhi quipoloa//nhi pero//spa contestarosqueh//mixed oc//nhi quinpoloa//nhi tzocotzin//nhi acmo//nhi uehca//nhi pero//spa ya//nhi ompa//nhi youeh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2988813.0-2993520.0.wav	ohcon yalua niquinmiluia pues tla oquintotocac in abuelita mocuahcuiteh	ujkon yaljua ni kin miljuia pues tla u kin tutukak in abuelita mu kuahkuiteh	asi ayer les digo pues si  los mando su abuelita a traer leña	ohcon//nhi yalua//nhi niquinmiluia//nhi pues//spa tla//nhi oquintotocac//nhi in//nhi abuelita//spa mocuahcuiteh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_2993855.0-3001520.0.wav	yeh como amo mal no ohcon yi nechpaleuiyah milauac mas tzocopintzin yi cualtimoa pero mai Feliciano quihtoa ocualicac quiualnahuatiu cotzitzin	yeh como amo mal nu ujkon yi nech palehuiyah milak mas tsokopintsin yi kualtimuhua pero bayi feliciano kihtuhua u kualikak ki hualnahuahtiuh kuhtsitsi	como no esta mal, tambien asi me ayudan deveras aunque poquito ya lo bajan pero feliciano dicen que viene abrazando las varitas	yeh//nhi como//spa amo//nhi mal//spa no//nhi ohcon//nhi yi//nhi nechpaleuiyah//nhi milauac//nhi mas//spa tzocopintzin//nhi yi//nhi cualtimoa//nhi pero//spa mai//nhi Feliciano//NE-Person quihtoa//nhi ocualicac//nhi quiualnahuatiu//nhi cotzitzin//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3001877.0-3003413.0.wav	quen oualnahuatiu	ken u hual nahuahtiuh	como lo vinoabrazando	quen//nhi oualnahuatiu//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3004263.0-3005027.0.wav	quemah	kemah	si	quemah//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3005120.0-3007491.0.wav	cualnahuatiu micapal iuan tlacotzitzin	kual nahuahtiu mikapal ihuan tlakutsitsi	viene abrazando el mecapal con las varitas	cualnahuatiu//nhi micapal//nhi iuan//nhi tlacotzitzin//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3008991.0-3010477.0.wav	ah mox porque yopeu quiyouitl	a  mux porque yupeuh kiyuhuitl	a esque porque ya empezo la lluvia	ah//intj mox//nhi porque//spa yopeu//nhi quiyouitl//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3011670.0-3014613.0.wav	uan ocse yeh amo yeh sa ohcon ocualanteu uiuitlatztic in couitl	huan okse yeh amo yeh sa ujkon uk kualanteuh huihuitlatstik in kuhuitl	y el otro no el solo asi trajo  largo la leña	uan//nhi ocse//nhi yeh//nhi amo//nhi yeh//nhi sa//nhi ohcon//nhi ocualanteu//nhi uiuitlatztic//nhi in//nhi couitl//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3015970.0-3017527.0.wav	pero yeh ocualtimoueh	pero yeh uk kualtimuhueh	pero el lo bajo	pero//spa yeh//nhi ocualtimoueh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3019570.0-3025891.0.wav	ohcon yoehcoqueh neh niquiluia titlacuasqueh como neh oniehcotiuitz niman onicman nonixcon como amo tlenoh tons nen	ujkon yu ejkukeh neh ni kiljuia ti tlakuaskeh como neh u ni ejkotihuits niman u nikman nu nixcon como amo tleno tons neh	asi ya lo trajeron, les digo van a comer como yo llegue luego pare mi nixtamal como no hay nada entonces este	ohcon//nhi yoehcoqueh//nhi neh//nhi niquiluia//nhi titlacuasqueh//nhi como//spa neh//nhi oniehcotiuitz//nhi niman//nhi onicman//nhi nonixcon//nhi como//spa amo//nhi tlenoh//nhi tons//spa nen//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3026841.0-3033234.0.wav	niquiluia nantlacuasqueh nichihchiuas mas nen mas este ohcon lenteja ica longaniza	ni kiljuia na tlakuaskeh ni chihchihuas mas neh mas este ujkon lenteja ika longaniza	le digo, van a comer, voy a hacer aunque este, aunque este asi lenteja con longaniza	niquiluia//nhi nantlacuasqueh//nhi nichihchiuas//nhi mas//spa nen//nhi mas//spa este//spa ohcon//nhi lenteja//spa ica//nhi longaniza//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3033799.0-3040606.0.wav	quihtoa amo amo mayaneh porque oquintlamacac imabuelita, tons niquiluia ah bueno tla amo nitlacuasqueh xicchiuacan namotarea	kihtuhua amo amo mayaneh porque u kin tlamakak in mabuelita, tons ni kiljua ah bueno tla amo ni tlakuaskeh xik chihuakan nu mu tarea	dicen que no, no tienen hambre porque les dio de comer su abuelita, entonces le digo, ah bueno si no van a comer pues hagan su tarea	quihtoa//nhi amo//nhi amo//nhi mayaneh//nhi porque//spa oquintlamacac//nhi imabuelita,//mixed tons//spa niquiluia//nhi ah//intj bueno//spa tla//nhi amo//nhi nitlacuasqueh//nhi xicchiuacan//nhi namotarea//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3041384.0-3047120.0.wav	yehuan ocatca nepa tlahtic tehuan otimotlatiuihqueh tiquitztoqueh La Anabel de Consuelo	yejuan u katka nepa tlahtik tejuan u ti mu tlatihuijkeh ti kitstukeh la anabel de consuelo	ellos estaban alla a dentro, nosotros nos tiramos estamos viendo la anabel de consuelo	yehuan//nhi ocatca//nhi nepa//nhi tlahtic//nhi tehuan//nhi otimotlatiuihqueh//nhi tiquitztoqueh//nhi La//NE-organization Anabel//NE-Organization de//NE-Organization Consuelo//NE-Organization	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3048038.0-3049158.0.wav	mas tipitzin	mas tipitsi	aunque poquito	mas//spa tipitzin//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3050858.0-3056651.0.wav	ah yeh tla ocanaco escalera nen bueno oualah oualtimoc Tere mox mactlehcoltican escalera	a yeh tla u kanaku escalera nen bueno u hualah u hualtimuk tere mux muk tlehkultika escalera	a que vino a traer escalera este, bueno bajo tere esque que suban la escalera	ah//intj yeh//nhi tla//nhi ocanaco//nhi escalera//spa nen//nhi bueno//spa oualah//nhi oualtimoc//nhi Tere//NE-Person mox//nhi mactlehcoltican//nhi escalera//spa	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3064185.0-3070358.0.wav	ica non nen ocpanan bueno oc... nis quihtoa macuica ye nen Feliciano nen escalera	ika nun neh uk panan bueno uk nis kihtuhua mu kuika ye nen feliciano ne escalera	por eso este, lo fue, bueno parece que dice que lo lleve este feliciano lleve la escalera	ica//nhi non//nhi nen//nhi ocpanan//nhi bueno//spa oc...//nhi nis//nhi quihtoa//nhi macuica//nhi ye//nhi nen//nhi Feliciano//NE-Person nen//nhi escalera//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3071398.0-3074051.0.wav	quihtoa ay Dios, uan yeh yi uitztoc yeh acmo niqui meuas tons quihtoa	kihtuhua ay dios  huan yeh yi huitstok yeh akmo niki mehuas tons kihtuhua	dice ay dios, y el ya esta acostado ya no se quiere levantar entonces dice	quihtoa//nhi ay//intj Dios,//NE-Person uan//nhi yeh//nhi yi//nhi uitztoc//nhi yeh//nhi acmo//nhi niqui//nhi meuas//nhi tons//spa quihtoa//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3075499.0-3080579.0.wav	totoxtileh nen yi quiluia itelpocau ix cahcocaua yen tehuatl escalera	tutuxtile neh yu kiljuia y telpukauh ix kahku kahua yen tejuatl escalera	calentado, este le dice a su hijo, sube a dejar tu la escalera	totoxtileh//nhi nen//nhi yi//nhi quiluia//nhi itelpocau//nhi ix//nhi cahcocaua//nhi yen//nhi tehuatl//nhi escalera//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3080848.0-3084623.0.wav	tons ica non san nen oqui... ocsipa ocahcocauato	tons ika nun sa neh u ki uksipa uk ahku kahuato	entonces por eso este, otra ves lo subio a dejar	tons//spa ica//nhi non//nhi san//nhi nen//nhi oqui...//nhi ocsipa//nhi ocahcocauato//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3089439.0-3091056.0.wav	amati	a mati	no se	amati//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3095691.0-3098021.0.wav	amo xococ amati nen tlalixtl mox isqui	amo xokok amati ne tlalixtl mux iski	no esta agrio no se alla en la barranca apoco abra	amo//nhi xococ//nhi amati//nhi nen//nhi tlalixtl//nhi mox//nhi isqui//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3102360.0-3103913.0.wav	yeh xococ hasta acmo	yeh xukok hasta akmo	esta agrio hasta ya no	yeh//nhi xococ//nhi hasta//spa acmo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3108870.0-3110541.0.wav	ah sí cierto	ah si cierto	ah si cierto	ah//intj sí//spa cierto//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3111541.0-3113184.0.wav	amo secmati	amo sek mati	no sabemos	amo//nhi secmati//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3120870.0-3122356.0.wav	ah sí ahorita	ah si ahorita	ah si ahorita	ah//intj sí//spa ahorita//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3123898.0-3129041.0.wav	acmo, ahorita hasta mas yen duraznos acmo no mochiuqueh quen ne ahcoic xiquita durazno axan amo quipiya	akmo, ahorita hasta mas yen duraznos akmo nu mu chiuhkeh ken neh ahkuhuik xi kita duraznos axan amo ki piya	ya no, ahorita hasta aunque el durazno ya no se cosecharon como alla arriba ves  los duraznos ahora no tiene	acmo,//nhi ahorita//spa hasta//spa mas//spa yen//nhi duraznos//spa acmo//nhi no//nhi mochiuqueh//nhi quen//nhi ne//nhi ahcoic//nhi xiquita//nhi durazno//spa axan//nhi amo//nhi quipiya//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3132405.0-3133548.0.wav	ah pues amo	ah pues amo	ah pues no	ah//intj pues//spa amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3134063.0-3134906.0.wav	teaxca	te axka	es ajeno	teaxca//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3135777.0-3138484.0.wav	tehuan necah durazno axan cualtzin quipiya	tejuan nekah durazno axan kualtsin ki pia	nosotros ese durazno ahora tiene bien bonito	tehuan//nhi necah//nhi durazno//spa axan//nhi cualtzin//nhi quipiya//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3139313.0-3140670.0.wav	xa mochiuas	xa mu chihuas	alomejor se va hacer	xa//nhi mochiuas//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3146163.0-3147399.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3149298.0-3152827.0.wav	yeh cualtzin quemeh in tehuan necan durazno ocatca cocotzin	yeh kualtsin kemen tejuan nekan durazno u katka kukutsin	es bonito, como nosotros ese durazno estaba chiquito	yeh//nhi cualtzin//nhi quemeh//adapted-spanish-loan in//nhi tehuan//nhi necan//nhi durazno//spa ocatca//nhi cocotzin//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3153406.0-3161363.0.wav	uan axan yen cada vez nitlapaca uan ya nechtlantiu neneh atl nicahco tlatiuilia atl ica manguera	huan axan yen cada vez ni tlapaka huan ya nech tlantiuh neneh atl ni kahku tlatihuilia atl ika maguera	y ahora, de que cada vez que lavo y ya me va ganando este el agua le aviento agua con la manguera	uan//nhi axan//nhi yen//nhi cada//spa vez//spa nitlapaca//nhi uan//nhi ya//nhi nechtlantiu//nhi neneh//nhi atl//nhi nicahco//nhi tlatiuilia//nhi atl//nhi ica//nhi manguera//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3161613.0-3167360.0.wav	pues quen cualtzin quipiya durazno uan yeh amo ahcon mochiuayah quemah mochiua pero	pues ken kualtsin ki pia durazno huan yeh amo ujkon mu chihuayah kema u mu chihua pero	pues como tiene bonito durazno y no se hacia asi, si se hace pero	pues//spa quen//nhi cualtzin//nhi quipiya//nhi durazno//spa uan//nhi yeh//nhi amo//nhi ahcon//nhi mochiuayah//nhi quemah//nhi mochiua//nhi pero//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3167683.0-3174452.0.wav	ueuehcatzitzin uan axan cualtzin quipiyah axan nimoluihtoc nictocas siqui ohpal campa ic nen	huehuejkatsitsi huan axan kualtsin ki piyah axan nimuljuihtok nik tukas siki uhpal kapik nen	de lejitos y ahora tiene bien bonito, ahora me estoy diciendo voy a sembrar nopal por este	ueuehcatzitzin//nhi uan//nhi axan//nhi cualtzin//nhi quipiyah//nhi axan//nhi nimoluihtoc//nhi nictocas//nhi siqui//nhi ohpal//nhi campa//nhi ic//nhi nen//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3174537.0-3180030.0.wav	corral ixtenco xiquita non nis nixtlal ompa nicpantitlantoc yeh simi cuali	curral ixtenko xi kita nun nis nixtlal umpa nik pantitlantok yeh simi kuali	en el corral enfrente ves que ahi es como tierra gris ahi lo estoy aventando eso es muy bueno	corral//adapted-spanish-loan ixtenco//nhi xiquita//nhi non//nhi nis//nhi nixtlal//nhi ompa//nhi nicpantitlantoc//nhi yeh//nhi simi//nhi cuali//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3180553.0-3184330.0.wav	achton yonimopiyaltihtoya nohpal hasta ompa yi nechualahanilaya ohpal	achton yu  ni mu pialtihtuya uhpal hasta umpa yi nech hualahanilaya uhpal	antes ya lo estaba teniendo nopal hasta hi ya me agarraba nopal	achton//nhi yonimopiyaltihtoya//nhi nohpal//nhi hasta//spa ompa//nhi yi//nhi nechualahanilaya//nhi ohpal//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3184729.0-3185867.0.wav	pero ouac	pero uhuak	pero se seco	pero//spa ouac//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3186275.0-3188352.0.wav	ouac amo secmati queyeh	uhuak amo sek mati keyeh	se seco, no sabemos porque	ouac//nhi amo//nhi secmati//nhi queyeh//adapted-spanish-loan	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3193499.0-3197653.0.wav	nimoluihtoc nictlahtlanis se Doña Marisela iohpal cualtzin nis amo cachi uihuitzo	ni muljuihtok nik tlahtlanis se doña marisela y uhpal kualtsin nis amo kachi huihuitso	me estoy diciendo que le voy a pedir uno a doña marisela su nopal es bonito parece que no tiene mucha espina	nimoluihtoc//nhi nictlahtlanis//nhi se//nhi Doña//NE-Person Marisela//NE-Person iohpal//nhi cualtzin//nhi nis//nhi amo//nhi cachi//nhi uihuitzo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3198375.0-3200644.0.wav	amo xococ cualtzin uelic	amo xukok kualtsin huelik	no esta agrio, bien rico	amo//nhi xococ//nhi cualtzin//nhi uelic//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3201813.0-3205929.0.wav	ah yeh isiuca neneh isiuca niman ne... pegariui	a yeh isiuhka neneh isiuhka niman neh pegarihui	ah es rapido este, pega muy rapido	ah//intj yeh//nhi isiuca//nhi neneh//nhi isiuca//nhi niman//nhi ne...//nhi pegariui//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3206698.0-3207752.0.wav	isiuca	isiuhka	rapido	isiuca//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3213975.0-3218706.0.wav	yeh tzinaxoyoa yeh amo yeh simi simi yeh cachi cualtzin yoli ica tonaltzin	yeh tsinaxuyahua yeh amo yeh simi simayeh kachi kualtsin yuli ika tunaltsin	se pudre de agua a ese no, es muy, nace mas bonito con el sol	yeh//nhi tzinaxoyoa//nhi yeh//nhi amo//nhi yeh//nhi simi//nhi simi//nhi yeh//nhi cachi//nhi cualtzin//nhi yoli//nhi ica//nhi tonaltzin//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-b_3219291.0-3220391.0.wav	yeh ica tonaltzin	yeh ika tunaltsin	se es con sol	yeh//nhi ica//nhi tonaltzin//nhi	train	WWT836
